id,Title,Year,Age,IMDb,RTScore,Netflix,Hulu,Prime,Disney,Type
439,Masameer County,2021,,8.3,65,1,0,0,0,1
440,Sinatra: All or Nothing at All,2015,7,8.0,65,1,0,0,0,1
441,Comedians in Cars Getting Coffee,2012,16,8.1,65,1,0,0,0,1
442,Senora Acero,2014,16,7.1,65,1,1,0,0,1
443,Dark Tourist,2018,18,7.5,65,1,0,0,0,1
444,Criminal: UK,2019,18,7.6,65,1,0,0,0,1
445,Heist,2021,,6.8,65,1,0,0,0,1
446,The Bureau of Magical Things,2018,7,6.7,65,1,0,0,0,1
447,Cleverman,2016,16,6.4,65,1,0,0,0,1
448,The Innocent Man,2018,18,7.3,65,1,0,0,0,1
449,Norsemen,2016,18,7.8,65,1,0,0,0,1
450,Word of Honor,2021,,9.1,65,1,0,0,0,1
451,Pawn Stars,2009,7,7.2,65,1,1,1,0,1
452,Inside Bill's Brain: Decoding Bill Gates,2019,16,7.9,65,1,0,0,0,1
453,Damnation,2017,18,7.7,65,1,0,0,0,1
454,From Dusk Till Dawn: The Series,2014,18,6.9,64,1,0,0,0,1
455,Lovesick,2014,18,8.1,64,1,0,0,0,1
456,Flint Town,2018,18,7.9,64,1,0,0,0,1
457,Watership Down,2018,7,7.2,64,1,0,0,0,1
458,Undercover,2019,18,7.8,64,1,0,1,0,1
459,Rita,2012,16,8.1,64,1,0,0,0,1
460,Dorohedoro,2020,18,8.2,64,1,0,0,0,1
461,Maid Sama!,2010,16,8.0,64,1,1,0,0,1
462,Mystery Science Theater 3000: The Return,2017,16,8.0,64,1,0,0,0,1
463,Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,16,7.4,64,1,1,0,0,1
464,Surviving R. Kelly,2019,18,7.5,64,1,0,0,0,1
465,Saint Seiya,1986,7,8.5,64,1,0,1,0,1
466,Flaked,2016,18,7.2,64,1,0,0,0,1
467,Fate/Zero,2011,18,8.3,64,1,0,0,0,1
468,Crazyhead,2016,16,7.3,64,1,0,0,0,1
469,The Five,2016,7,7.6,64,1,0,0,0,1
470,Signal,2016,,8.6,64,1,0,0,0,1
471,H2O: Just Add Water,2006,all,7.2,64,1,1,0,0,1
472,Requiem,2018,18,6.5,64,1,0,0,0,1
473,The Valhalla Murders,2019,18,7.1,64,1,0,0,0,1
474,Cardcaptor Sakura,1998,7,8.0,64,1,0,0,0,1
475,Black Earth Rising,2018,16,7.5,64,1,0,0,0,1
476,W/ Bob & David,2015,18,7.4,64,1,0,0,0,1
477,The Trials of Gabriel Fernandez,2020,18,8.1,64,1,0,0,0,1
478,She's Gotta Have It,2017,18,6.8,64,1,0,0,0,1
479,Save Me,2018,16,7.7,64,1,0,0,0,1
480,Giri/Haji,2019,,7.9,64,1,0,0,0,1
481,The Curse of Oak Island,2014,7,7.0,64,1,1,0,0,1
482,Black,2017,16,8.0,63,1,0,0,0,1
483,Losers,2019,,7.7,63,1,0,0,0,1
484,Ajin,2016,18,7.6,63,1,0,0,0,1
485,Ink Master,2012,16,7.4,63,1,0,0,0,1
486,The Innocents,2018,,6.3,63,1,0,0,0,1
487,Goosebumps,1995,all,7.7,63,1,0,0,0,1
488,Vampire Knight,2008,16,7.4,63,1,1,0,0,1
489,Angel Beats!,2010,16,7.7,63,1,0,0,0,1
490,Green Eggs and Ham,2019,7,8.2,63,1,0,0,0,1
491,The Hollow,2018,7,7.2,63,1,0,0,0,1
492,Dogs,2018,all,8.1,63,1,0,0,0,1
493,November 13: Attack on Paris,2018,18,8.3,63,1,0,0,0,1
494,It's Bruno!,2019,7,7.5,63,1,0,0,0,1
495,Wanted,2016,16,7.7,63,1,0,0,0,1
496,Masum,2017,16,8.4,63,1,0,0,0,1
497,Cable Girls,2017,18,7.6,63,1,0,0,0,1
498,Lady Dynamite,2016,16,7.4,63,1,0,0,0,1
499,Power Rangers,1993,7,6.5,63,1,0,1,0,1
500,The Mire,2018,18,6.9,63,1,0,0,0,1
501,Tabula Rasa,2017,18,8.0,63,1,0,0,0,1
502,Ethos,2020,,8.6,63,1,0,0,0,1
503,Clannad,2007,7,7.9,63,1,1,0,0,1
504,Ugly Delicious,2018,18,7.8,63,1,0,0,0,1
505,Generation 56k,2021,,7.4,63,1,0,0,0,1
506,Fate/stay night [Unlimited Blade Works],2014,18,8.0,63,1,1,0,0,1
507,Man with a Plan,2016,7,7.0,63,1,0,0,0,1
508,Rilakkuma and Kaoru,2019,7,8.3,63,1,0,0,0,1
509,World War II In HD Colour,2009,7,8.7,63,1,0,0,0,1
510,Boys Over Flowers,2009,16,7.9,63,1,1,0,0,1
511,Meteor Garden,2018,16,8.1,63,1,0,0,0,1
512,"What's New, Scooby-Doo?",2002,7,7.3,63,1,0,0,0,1
513,The Letdown,2017,,7.5,63,1,0,0,0,1
514,Sick Note,2017,18,6.8,63,1,0,0,0,1
515,Big Time Rush,2009,all,6.4,63,1,1,1,0,1
516,Girlboss,2017,18,7.0,63,1,0,0,0,1
517,Quicksand,2019,18,7.5,63,1,0,0,0,1
518,Rotten,2018,18,7.2,63,1,0,0,0,1
519,The Irregulars,2021,18,5.9,63,1,0,0,0,1
520,The Mantis,2017,,7.4,63,1,0,0,0,1
521,College Romance,2018,18,8.8,63,1,0,0,0,1
522,Elite Short Stories: Carla Samuel,2021,18,7.0,63,1,0,0,0,1
523,Bard of Blood,2019,18,6.9,63,1,0,0,0,1
524,Charmed,2018,16,4.6,62,1,0,0,0,1
525,The New Legends of Monkey,2018,7,6.5,62,1,0,0,0,1
526,Nevertheless,2021,,7.6,62,1,0,0,0,1
527,"The Mind, Explained",2019,16,8.0,62,1,0,0,0,1
528,Fast & Furious Spy Racers,2019,7,5.5,62,1,0,0,0,1
529,Itaewon Class,2020,,8.2,62,1,0,0,0,1
530,Occupied,2015,16,7.7,62,1,0,0,0,1
531,The Magic School Bus,1994,all,7.8,62,1,0,0,0,1
532,Toast of London,2013,16,8.2,62,1,0,0,0,1
533,Patriot Act with Hasan Minhaj,2018,18,8.3,62,1,0,0,0,1
534,Greatest Events of World War II in Colour,2019,16,8.7,62,1,0,0,0,1
535,Offspring,2010,16,8.3,62,1,0,0,0,1
536,Blown Away,2019,7,7.1,62,1,0,0,0,1
537,60 Days In,2016,16,7.7,62,1,1,1,0,1
538,Trese,2021,18,7.1,62,1,0,0,0,1
539,Move to Heaven,2021,,8.7,62,1,0,0,0,1
540,Hot Girls Wanted: Turned On,2017,18,6.6,62,1,0,0,0,1
541,The Heirs,2013,16,7.5,62,1,0,0,0,1
542,The Curious Creations of Christine McConnell,2018,7,7.8,62,1,0,0,0,1
543,Alexa & Katie,2018,all,7.5,62,1,0,0,0,1
544,Sailor Moon Crystal,2014,16,8.0,62,1,1,0,0,1
545,Blood of Zeus,2020,,7.5,62,1,0,0,0,1
546,La Reina del Sur,2011,18,8.0,62,1,0,0,0,1
547,Barbarians,2020,,7.2,62,1,0,0,0,1
548,Pine Gap,2018,16,7.2,62,1,0,0,0,1
549,To the Lake,2019,,7.3,62,1,0,0,0,1
550,Suburra: Blood on Rome,2017,18,7.9,62,1,0,0,0,1
551,Taco Chronicles,2019,18,7.9,62,1,0,0,0,1
552,She,2020,18,6.5,62,1,0,0,0,1
553,Between,2015,16,6.0,62,1,0,0,0,1
554,Velvet,2014,16,8.1,62,1,0,0,0,1
555,Bobby Kennedy for President,2018,16,8.2,62,1,0,0,0,1
556,Durarara!!,2010,16,7.9,62,1,1,0,0,1
557,Yu-Gi-Oh!,1998,,7.9,62,1,1,1,0,1
558,Hostages,2013,16,6.7,62,1,0,0,0,1
559,Rhythm + Flow,2019,18,7.7,62,1,0,0,0,1
560,Blue Exorcist,2011,16,7.4,62,1,1,0,0,1
561,L.A.'s Finest,2019,16,6.0,62,1,0,0,0,1
562,Vagabond,2019,,8.3,62,1,0,0,0,1
563,Thomas & Friends,1984,all,6.6,62,1,0,1,0,1
564,The Protector,2018,18,6.7,61,1,0,0,0,1
565,Unsolved Mysteries,1987,7,8.2,61,1,1,1,0,1
566,Too Hot to Handle,2020,18,4.6,61,1,0,0,0,1
567,AJ and the Queen,2020,,7.5,61,1,0,0,0,1
568,Are You The One?,2014,16,6.5,61,1,1,0,0,1
569,Little Things,2016,18,8.3,61,1,0,0,0,1
570,Still Game,2002,16,8.8,61,1,0,0,0,1
571,Transformers: Prime,2010,7,7.9,61,1,0,0,0,1
572,Henry Danger,2014,all,5.7,61,1,0,0,0,1
573,Tidying Up with Marie Kondo,2019,7,6.6,61,1,0,0,0,1
574,Nightflyers,2018,18,5.9,61,1,0,0,0,1
575,Love 101,2020,18,7.5,61,1,0,0,0,1
576,Car Masters: Rust to Riches,2018,7,8.8,61,1,0,0,0,1
577,WHAT / IF,2019,18,6.3,61,1,0,0,0,1
578,Total Drama Island,2007,7,7.2,61,1,0,0,0,1
579,Roman Empire,2016,16,7.0,61,1,0,0,0,1
580,Beyond Evil,2021,,8.1,61,1,0,0,0,1
581,Deadwind,2018,18,7.2,61,1,0,0,0,1
582,People Just Do Nothing,2014,18,8.5,61,1,0,0,0,1
583,B: The Beginning,2018,18,7.2,61,1,0,0,0,1
584,Somebody Feed Phil,2018,16,8.2,61,1,0,0,0,1
585,Girl from Nowhere,2018,18,7.7,61,1,0,0,0,1
586,Cocaine Coast,2018,18,7.9,61,1,0,0,0,1
587,The Liberator,2020,7,7.6,61,1,0,0,0,1
588,The Irregular at Magic High School,2014,16,7.2,61,1,0,0,0,1
589,Norm Macdonald Has a Show,2018,,8.7,61,1,0,0,0,1
590,Hap and Leonard,2016,18,7.7,61,1,0,0,0,1
591,Dark Desire,2020,18,6.5,61,1,0,0,0,1
592,Seis Manos,2019,18,7.2,61,1,0,0,0,1
593,Control Z,2020,18,6.9,61,1,0,0,0,1
594,Kengan Ashura,2019,,8.0,61,1,0,0,0,1
595,Black Money Love,2014,,7.3,61,1,0,0,0,1
596,Dave Chappelle,2017,,8.7,61,1,0,0,0,1
597,The House of Flowers,2018,18,7.6,61,1,0,0,0,1
598,Fatma,2021,,7.5,61,1,0,0,0,1
599,America's Next Top Model,2003,7,5.5,61,1,1,1,0,1
600,Tribes of Europa,2021,18,6.8,61,1,0,0,0,1
601,Grand Army,2020,,7.6,61,1,0,0,0,1
602,Somos.,2021,18,7.2,61,1,0,0,0,1
603,The Great Heist,2020,18,7.3,61,1,0,0,0,1
604,The One,2021,18,6.6,61,1,0,0,0,1
605,Carmen Sandiego,2019,7,7.9,61,1,0,0,0,1
606,The Chef Show,2019,18,8.2,61,1,0,0,0,1
607,Traitors,2019,18,6.6,61,1,0,0,0,1
608,Wet Hot American Summer: Ten Years Later,2017,16,6.9,61,1,0,0,0,1
609,The Neighbor,2019,18,6.6,60,1,0,0,0,1
610,Salt Fat Acid Heat,2018,,7.7,60,1,0,0,0,1
611,Billy on the Street,2011,16,7.8,60,1,1,0,0,1
612,October Faction,2020,18,6.2,60,1,0,0,0,1
613,Start-Up,2020,16,8.1,60,1,0,0,0,1
614,Night on Earth,2020,7,8.2,60,1,0,0,0,1
615,DOTA: Dragon's Blood,2021,18,8.0,60,1,0,0,0,1
616,The Break,2016,18,7.6,60,1,0,0,0,1
617,The Letter for the King,2020,7,5.9,60,1,0,0,0,1
618,Osmosis,2019,16,5.9,60,1,0,0,0,1
619,Another Life,2019,18,5.0,60,1,0,0,0,1
620,Ju-On: Origins,2020,18,6.1,60,1,0,0,0,1
621,Diagnosis,2019,18,7.7,60,1,0,0,0,1
622,Zone Blanche,2017,,7.5,60,1,0,0,0,1
623,The Eddy,2020,18,7.2,60,1,0,0,0,1
624,Magi,2012,16,7.8,60,1,1,0,0,1
625,Elite Short Stories: Guzmán Caye Rebe,2021,18,7.5,60,1,0,0,0,1
626,Memories of the Alhambra,2018,16,7.8,60,1,0,0,0,1
627,Pacific Rim: The Black,2021,16,7.1,60,1,0,0,0,1
628,V Wars,2019,18,6.1,60,1,0,0,0,1
629,The Windsors,2016,18,7.1,60,1,0,0,0,1
630,The Sons of Sam: A Descent Into Darkness,2021,18,7.0,60,1,0,0,0,1
631,Sunderland 'Til I Die,2018,18,8.1,60,1,0,0,0,1
632,Rebellion,2016,16,7.2,60,1,0,0,0,1
633,The Pharmacist,2020,,7.7,60,1,0,0,0,1
634,The A List,2018,7,5.5,60,1,0,0,0,1
635,Tales of the City,2019,16,7.4,60,1,0,0,0,1
636,Disjointed,2017,18,6.8,60,1,0,0,0,1
637,Medical Police,2020,,6.0,60,1,0,0,0,1
638,Gentefied,2020,16,7.4,60,1,0,0,0,1
639,Wanderlust,2018,16,7.1,60,1,0,0,0,1
640,Murder Among the Mormons,2021,16,7.0,60,1,0,0,0,1
641,Home for Christmas,2019,18,7.7,60,1,0,0,0,1
642,Paradise PD,2018,18,6.9,60,1,0,0,0,1
643,The Bachelorette,2003,16,3.4,60,1,1,0,0,1
644,Cold Case Files,1999,18,8.1,60,1,1,1,0,1
645,Little Witch Academia,2017,7,7.9,60,1,0,0,0,1
646,El marginal,2016,18,8.2,60,1,0,0,0,1
647,Teasing Master Takagi-san,2018,7,7.7,60,1,0,0,0,1
648,Kakegurui,2017,16,7.2,60,1,0,0,0,1
649,Attenborough's Life in Colour,2021,7,8.3,60,1,0,0,0,1
650,Mortel,2019,18,6.6,60,1,0,0,0,1
651,Kath & Kim,2002,7,8.3,60,1,0,0,0,1
652,Charité,2017,7,7.9,59,1,0,0,0,1
653,Hoarders,2009,7,6.4,59,1,1,0,0,1
654,Unsolved: The Murders of Tupac and The Notorious B.I.G.,2018,18,7.9,59,1,0,0,0,1
655,My Next Guest Needs No Introduction With David Letterman,2018,18,7.9,59,1,0,0,0,1
656,The Repair Shop,2017,,8.7,59,1,0,0,0,1
657,Record of Ragnarok,2021,18,6.2,59,1,0,0,0,1
658,White Lines,2020,18,6.6,59,1,0,0,0,1
659,A Korean Odyssey,2017,,8.1,59,1,0,0,0,1
660,Snabba Cash,2021,,7.6,59,1,0,0,0,1
661,Luis Miguel: The Series,2018,16,8.0,59,1,0,0,0,1
662,Black Space,2020,,6.8,59,1,0,0,0,1
663,"Love, Chunibyo & Other Delusions",2012,16,7.4,59,1,0,0,0,1
664,Kabaneri of the Iron Fortress,2016,18,7.2,59,1,0,0,0,1
665,"Sister, Sister",1994,7,6.3,59,1,1,0,0,1
666,Greenhouse Academy,2017,7,6.9,59,1,0,0,0,1
667,Mr. Iglesias,2019,16,7.1,59,1,0,0,0,1
668,Paranoid,2016,,6.7,59,1,0,0,0,1
669,Hip Hop Evolution,2016,16,8.4,59,1,0,0,0,1
670,The Game,2006,16,6.7,59,1,1,1,0,1
671,Love on the Spectrum,2019,all,8.5,59,1,0,0,0,1
672,Greenleaf,2016,18,7.4,59,1,0,0,0,1
673,Naomi Osaka,2021,,6.2,59,1,0,0,0,1
674,Oh My Ghost,2015,,8.1,59,1,0,0,0,1
675,The Final Table,2018,all,7.7,59,1,0,0,0,1
676,Life Sentence,2018,16,6.6,59,1,0,0,0,1
677,Penguin Town,2021,,8.0,59,1,0,0,0,1
678,Dogs of Berlin,2018,16,7.6,59,1,0,0,0,1
679,Yasuke,2021,18,6.2,59,1,0,0,0,1
680,Alma Matters: Inside the IIT Dream,2021,,8.5,59,1,0,0,0,1
681,Playing with Fire,2019,18,5.9,59,1,1,0,0,1
682,"Hello, My Twenties!",2016,16,8.3,59,1,0,0,0,1
683,Sam & Cat,2013,7,5.7,59,1,0,0,0,1
684,Girls from Ipanema,2019,16,7.9,59,1,0,0,0,1
685,Elite Short Stories: Omar Ander Alexis,2021,18,7.4,59,1,0,0,0,1
686,MEGALOBOX,2018,16,7.8,59,1,1,0,0,1
687,High on the Hog: How African American Cuisine Transformed America,2021,,7.7,59,1,0,0,0,1
688,So Not Worth It,2021,,7.7,59,1,0,0,0,1
689,K-ON!,2009,16,7.7,59,1,1,0,0,1
690,The Family,2019,16,6.4,59,1,0,0,0,1
691,Challenger: The Final Flight,2020,,7.9,59,1,0,0,0,1
692,Sexify,2021,,6.5,58,1,0,0,0,1
693,The Good Cop,2018,16,7.1,58,1,0,0,0,1
694,The Uncanny Counter,2020,,8.2,58,1,0,0,0,1
695,Law School,2021,,8.2,58,1,0,0,0,1
696,This is a Robbery: The World's Biggest Art Heist,2021,18,6.4,58,1,0,0,0,1
697,The English Game,2020,,7.6,58,1,0,0,0,1
698,Chambers,2019,16,6.5,58,1,0,0,0,1
699,Selena: The Series,2020,7,6.8,58,1,0,0,0,1
700,BAKI,2018,18,6.7,58,1,0,0,0,1
701,Cells at Work!,2018,16,7.6,58,1,0,0,0,1
702,Reckoning,2019,18,6.6,58,1,0,0,0,1
703,The Mole,2001,,7.5,58,1,0,0,0,1
704,The Ripper,2020,,7.1,58,1,0,0,0,1
705,Queen Sono,2020,18,5.9,58,1,0,0,0,1
706,WWII in HD,2009,18,8.7,58,1,0,0,0,1
707,The Parisian Agency: Exclusive Properties,2021,,6.9,58,1,0,0,0,1
708,La cocinera de Castamar,2021,,7.4,58,1,0,0,0,1
709,I Am a Killer,2018,18,7.4,58,1,0,0,0,1
710,W1A,2014,,7.8,58,1,0,0,0,1
711,One of Us,2016,18,7.0,58,1,0,0,0,1
712,Cuckoo,2012,16,7.2,58,1,0,0,0,1
713,March Comes in Like a Lion,2016,7,8.4,58,1,0,0,0,1
714,Börü,2018,18,8.2,58,1,0,0,0,1
715,The Mess You Leave Behind,2020,,6.8,58,1,0,0,0,1
716,Elize Matsunaga: Once Upon a Crime,2021,18,5.8,58,1,0,0,0,1
717,Invisible City,2021,all,7.4,58,1,0,0,0,1
718,High Seas,2019,16,6.8,58,1,0,0,0,1
719,Man Down,2013,18,7.6,58,1,0,0,0,1
720,Hitler's Circle of Evil,2017,,8.0,58,1,0,0,0,1
721,Degrassi: Next Class,2016,7,6.9,58,1,0,0,0,1
722,The Forest,2017,,7.2,58,1,0,0,0,1
723,The Woods,2020,18,6.5,58,1,0,0,0,1
724,This Is Pop,2021,,6.9,58,1,0,0,0,1
725,Godzilla Singular Point,2021,16,6.6,58,1,0,0,0,1
726,My Babysitter's a Vampire,2011,7,7.1,58,1,0,0,0,1
727,Mad for Each Other,2021,,7.9,58,1,0,0,0,1
728,Typewriter,2019,18,6.5,57,1,0,0,0,1
729,Sonic X,2003,16,6.2,57,1,1,1,0,1
730,Monthly Girls' Nozaki-kun,2014,7,7.6,57,1,0,0,0,1
731,History of Swear Words,2021,18,6.4,57,1,0,0,0,1
732,Dolly Parton's Heartstrings,2019,16,7.6,57,1,0,0,0,1
733,Arthdal Chronicles,2019,,8.4,57,1,0,0,0,1
734,Last Chance U: Basketball,2021,18,8.4,57,1,0,0,0,1
735,The Next Step,2013,all,6.2,57,1,0,0,0,1
736,The Bride of the Water God,2017,,6.9,57,1,0,0,0,1
737,Midnight Diner: Tokyo Stories,2016,16,8.4,57,1,0,0,0,1
738,Immigration Nation,2020,16,7.4,57,1,0,0,0,1
739,My Unorthodox Life,2021,,4.9,57,1,0,0,0,1
740,The Barrier,2020,16,6.8,57,1,0,0,0,1
741,Cannon Busters,2019,18,6.8,57,1,0,0,0,1
742,Something in the Rain,2018,7,8.1,57,1,0,0,0,1
743,Haters Back Off,2016,7,6.0,57,1,0,0,0,1
744,Young Wallander,2020,18,6.8,57,1,0,0,0,1
745,Toy Boy,2019,18,6.4,57,1,0,0,0,1
746,Aunty Donna's Big Ol' House of Fun,2020,,8.0,57,1,0,0,0,1
747,Jack Whitehall: Travels with My Father,2017,18,7.7,57,1,0,0,0,1
748,Sofia the First,2013,all,6.9,57,1,0,0,0,1
749,"Money, Explained",2021,,6.9,57,1,0,0,0,1
750,The Joel McHale Show with Joel McHale,2018,18,7.2,57,1,0,0,0,1
751,America's Book of Secrets,2012,7,6.8,57,1,1,0,0,1
752,The World's Most Amazing Vacation Rentals,2021,,6.6,57,1,0,0,0,1
753,Kiss Me First,2018,18,6.3,57,1,0,0,0,1
754,A Very Secret Service,2015,18,7.8,57,1,0,0,0,1
755,Sexy Beasts,2021,,4.7,57,1,0,0,0,1
756,Scissor Seven,2018,7,8.3,57,1,0,0,0,1
757,Summertime,2020,18,5.5,57,1,1,0,0,1
758,Turn Up Charlie,2019,,7.1,57,1,0,0,0,1
759,The K2,2016,16,7.8,57,1,0,0,0,1
760,The King's Avatar,2017,7,7.7,57,1,0,0,0,1
761,Prison Playbook,2017,,8.4,57,1,0,0,0,1
762,The Twelve,2019,16,7.5,57,1,0,0,0,1
763,Vanished 46,2016,16,8.4,57,1,0,0,0,1
764,Valor,2017,16,6.0,57,1,0,0,0,1
765,Northern Rescue,2019,16,7.1,57,1,0,0,0,1
766,Equinox,2020,18,6.1,57,1,0,0,0,1
767,Oggy and the Cockroaches,1999,all,7.3,57,1,0,0,0,1
768,Code Lyoko,2003,7,7.3,57,1,0,0,0,1
769,Champions,2018,16,6.1,57,1,1,0,0,1
770,Winx Club,2004,all,6.2,57,1,0,0,0,1
771,Dragons: Race to the Edge,2015,7,8.3,57,1,0,0,0,1
772,Age of Samurai: Battle for Japan,2021,,7.4,56,1,0,0,0,1
773,Vexed,2010,7,7.3,56,1,0,0,0,1
774,Family Business,2019,16,7.4,56,1,0,0,0,1
775,Strangers From Hell,2019,,7.9,56,1,0,0,0,1
776,BUNK'D,2015,all,5.4,56,1,0,0,0,1
777,Cathedral of the Sea,2018,16,7.5,56,1,0,0,0,1
778,Iris,2009,,7.9,56,1,0,0,0,1
779,Man to Man,2017,,7.4,56,1,0,0,0,1
780,History 101,2020,7,6.8,56,1,0,0,0,1
781,Cat People,2021,,6.3,56,1,0,0,0,1
782,Cinderella and Four Knights,2016,,7.3,56,1,0,0,0,1
783,The Big Flower Fight,2020,,7.4,56,1,0,0,0,1
784,Cooked,2016,7,8.1,56,1,0,0,0,1
785,Monarca,2019,18,7.9,56,1,0,0,0,1
786,Indian Matchmaking,2020,16,6.2,56,1,0,0,0,1
787,Perfume,2018,18,7.1,56,1,0,0,0,1
788,Avlu,2018,18,7.2,56,1,0,0,0,1
789,Wild District,2018,18,8.3,56,1,0,0,0,1
790,Magic for Humans,2018,16,7.2,56,1,0,0,0,1
791,50M2,2021,18,7.0,56,1,0,0,0,1
792,Mako Mermaids: An H2O Adventure,2013,all,6.8,56,1,0,0,0,1
793,Extracurricular,2020,18,7.7,56,1,0,0,0,1
794,Tunnel,2017,16,8.3,56,1,0,0,0,1
795,Marseille,2016,18,6.9,56,1,0,0,0,1
796,Elite Short Stories: Nadia Guzmán,2021,18,6.4,56,1,0,0,0,1
797,The World's Most Extraordinary Homes,2017,,7.6,56,1,0,0,0,1
798,The Rise of Phoenixes,2018,7,8.6,56,1,0,0,0,1
799,Wakfu,2008,7,8.2,56,1,0,0,0,1
800,H,1998,,7.4,56,1,0,0,0,1
801,The War Next-door,2021,,5.7,56,1,0,0,0,1
802,How to Fix a Drug Scandal,2020,18,7.0,56,1,0,0,0,1
803,Betaal,2020,18,5.4,56,1,0,0,0,1
804,Sin Senos Sí Hay Paraíso,2016,16,6.7,56,1,0,0,0,1
805,Japan Sinks: 2020,2020,18,6.4,56,1,0,0,0,1
806,Run On,2020,,7.6,56,1,0,0,0,1
807,Girlfriends,2000,7,7.2,56,1,0,0,0,1
808,Mobile Suit Gundam: Iron-Blooded Orphans,2015,18,7.9,56,1,0,0,0,1
809,Curon,2020,18,5.8,56,1,0,0,0,1
810,The Method,2015,18,7.4,56,1,0,0,0,1
811,Amend: The Fight for America,2021,18,7.9,56,1,0,0,0,1
812,Reply 1997,2012,,8.1,56,1,0,0,0,1
813,The Crew,2021,16,6.6,56,1,0,0,0,1
814,Sex Explained,2020,18,6.9,56,1,0,0,0,1
815,Unauthorized Living,2018,18,7.5,56,1,0,0,0,1
816,James Acaster: Repertoire,2018,18,8.5,56,1,0,0,0,1
817,Blood & Water,2020,18,6.4,56,1,0,0,0,1
818,Adventures of Sonic the Hedgehog,1993,7,6.2,55,1,0,0,0,1
819,Tales by Light,2015,,8.3,55,1,0,0,0,1
820,Tiny Pretty Things,2020,,5.9,55,1,0,0,0,1
821,Rust Valley Restorers,2018,16,7.8,55,1,0,0,0,1
822,Immortals,2018,7,5.3,55,1,0,0,0,1
823,Cheese in the Trap,2016,16,7.4,55,1,0,0,0,1
824,Terrace House: Boys & Girls in the City,2015,7,8.1,55,1,0,0,0,1
825,When the Camellia Blooms,2019,,8.0,55,1,0,0,0,1
826,My Secret Romance,2017,16,7.1,55,1,0,0,0,1
827,Marlon,2017,7,7.1,55,1,1,0,0,1
828,The Bonfire of Destiny,2019,16,7.7,55,1,0,0,0,1
829,100 Days My Prince,2018,16,7.7,55,1,0,0,0,1
830,Let's Eat,2013,16,7.7,55,1,0,0,0,1
831,Kung Fu Panda: Legends of Awesomeness,2011,7,6.8,55,1,0,0,0,1
832,Crime Scene: The Vanishing at the Cecil Hotel,2021,,5.9,55,1,0,0,0,1
833,PJ Masks,2015,all,5.5,55,1,0,0,1,1
834,Incomplete Life,2014,16,8.6,55,1,0,0,0,1
835,Fabulous Lives of Bollywood Wives,2020,,4.7,55,1,0,0,0,1
836,When Heroes Fly,2018,7,7.2,55,1,0,0,0,1
837,The Last O.G.,2018,7,6.9,55,1,0,0,0,1
838,Romance is a Bonus Book,2019,,8.1,55,1,0,0,0,1
839,DC Super Hero Girls,2019,7,7.1,55,1,0,0,0,1
840,Wheel of Fortune,1983,all,6.7,55,1,0,0,0,1
841,Chelsea Does,2016,18,7.2,55,1,0,0,0,1
842,Girlfriends' Guide to Divorce,2014,16,6.9,55,1,0,0,0,1
843,Daniel Sloss: Live Shows,2018,18,8.6,55,1,0,0,0,1
844,Case,2015,16,7.1,55,1,0,0,0,1
845,Always a Witch,2019,16,6.2,55,1,0,0,0,1
846,You vs. Wild,2019,,7.0,55,1,0,0,0,1
847,The Boulet Brothers' Dragula,2016,18,7.9,55,1,0,0,0,1
848,Lovestruck in the City,2020,16,7.8,55,1,0,0,0,1
849,Navillera,2021,,8.8,55,1,0,0,0,1
850,Bitter Daisies,2018,18,7.2,55,1,0,0,0,1
851,Selection Day,2018,16,7.4,55,1,0,0,0,1
852,"Bring It On, Ghost",2016,16,7.6,55,1,0,0,0,1
853,The Standups,2017,,6.7,55,1,0,0,0,1
854,(The Hook Up Plan),2018,16,7.2,55,1,0,0,0,1
855,Because This Is My First Life,2017,16,8.1,55,1,0,0,0,1
856,The Indian Detective,2017,,6.5,55,1,0,0,0,1
857,Medal of Honor,2018,16,8.4,55,1,0,1,0,1
858,Heaven Official's Blessing,2020,,8.4,55,1,0,0,0,1
859,Who Killed Little Gregory?,2019,,7.4,55,1,0,0,0,1
860,"Coronavirus, Explained",2020,7,7.6,55,1,0,0,0,1
861,Teen Mom 2,2011,7,4.3,55,1,0,1,0,1
862,Vientos de agua,2006,,8.8,55,1,0,0,0,1
863,Kantaro: The Sweet Tooth Salaryman,2017,7,7.5,55,1,0,0,0,1
864,Al Hayba,2017,7,7.4,55,1,0,0,0,1
865,Somewhere Between,2017,16,6.3,55,1,0,0,0,1
866,Selling Sunset,2019,18,6.3,55,1,0,0,0,1
867,Trailer Park Boys: The Animated Series,2019,18,7.5,55,1,0,0,0,1
868,Ultraviolet,2017,18,7.0,55,1,1,0,0,1
869,Ultraman,2019,16,6.9,54,1,0,0,0,1
870,No Good Nick,2019,7,6.0,54,1,0,0,0,1
871,Intersection,2016,,6.6,54,1,0,1,0,1
872,Daughter From Another Mother,2021,18,7.4,54,1,0,0,0,1
873,Tiny House Nation,2014,7,7.1,54,1,0,0,0,1
874,High-Rise Invasion,2021,18,6.7,54,1,0,0,0,1
875,Mystic Pop-up Bar,2020,16,8.0,54,1,0,0,0,1
876,The Inmate,2018,,7.0,54,1,0,0,0,1
877,Glow Up: Britain's Next Make-Up Star,2019,16,6.7,54,1,0,0,0,1
